city,lat,lng,STATE,population,id
Artesia,33.8676,-118.0806,CA,16904,1840019224
Avocado Heights,34.0381,-118.0026,CA,16213,1840028318
Parkway,38.4993,-121.452,CA,16166,1840024628
East Rancho Dominguez,33.8949,-118.1956,CA,16027,1840028368
Cherryland,37.6792,-122.1038,CA,15999,1840028361
Walnut Park,33.9683,-118.222,CA,15915,1840019218
East San Gabriel,34.1198,-118.0807,CA,15832,1840028311
La Palma,33.8504,-118.0406,CA,15722,1840020586
Pacific Grove,36.6191,-121.9255,CA,15698,1840020359
North Fair Oaks,37.4754,-122.2035,CA,15454,1840028325
Stanford,37.4252,-122.1674,CA,15277,1840028400
Parlier,36.6085,-119.5435,CA,15245,1840020323
McFarland,35.6781,-119.2414,CA,15234,1840020419
Hawaiian Gardens,33.8303,-118.0728,CA,14450,1840020485
Lemon Hill,38.5172,-121.4573,CA,14182,1840075922
Grover Beach,35.1204,-120.6199,CA,13628,1840020414
Carpinteria,34.3962,-119.5117,CA,13622,1840019187
Alum Rock,37.3694,-121.8241,CA,12128,1840017638
Home Gardens,33.8784,-117.5116,CA,11997,1840017987
Emeryville,37.8382,-122.2932,CA,11758,1840020291
Signal Hill,33.8029,-118.1681,CA,11622,1840021868
Citrus,34.1161,-117.889,CA,11489,1840017916
Piedmont,37.8226,-122.2301,CA,11378,1840020297
Newman,37.3157,-121.0211,CA,11360,1840020288
View Park-Windsor Hills,33.9955,-118.3484,CA,11308,1840074686
Rossmoor,33.7886,-118.0803,CA,10920,1840019320
La Riviera,38.5683,-121.3544,CA,10693,1840028382
Del Aire,33.9168,-118.3693,CA,10614,1840028367
East Whittier,33.9244,-117.9887,CA,10540,1840019205
Orange Cove,36.6211,-119.3188,CA,10339,1840020322
Capitola,36.9772,-121.9539,CA,10180,1840018959
Marina del Rey,33.9765,-118.4486,CA,9691,1840017920
Charter Oak,34.1025,-117.8564,CA,9481,1840017919
South San Gabriel,34.0489,-118.0962,CA,8964,1840019207
Midway City,33.7451,-117.9849,CA,8819,1840025037
West Athens,33.9235,-118.3033,CA,8746,1840028403
August,37.9796,-121.2625,CA,7942,1840028357
Holtville,32.8129,-115.3779,CA,7637,1840020631
Alondra Park,33.8885,-118.335,CA,7441,1840028356
Guadalupe,34.9608,-120.5735,CA,7370,1840020467
Boyes Hot Springs,38.3126,-122.4888,CA,7332,1840017572
South Monrovia Island,34.1234,-117.9958,CA,6989,1840043043
Castroville,36.765,-121.7535,CA,6689,1840017682
Contra Costa Centre,37.9261,-122.0539,CA,6440,1840028422
Pleasure Point,36.9618,-121.9715,CA,6381,1840074532
Saranap,37.8878,-122.0761,CA,6235,1840024710
Fruitridge Pocket,38.5326,-121.4558,CA,6074,1840075898
Cutler,36.5263,-119.2883,CA,5850,1840019030
Mayflower Village,34.1159,-118.0096,CA,5828,1840028387
Roseland,38.4178,-122.7298,CA,5717,1840028326
Kensington,37.9084,-122.2805,CA,5573,1840017613
Twin Lakes,36.9646,-121.9896,CA,5570,1840028200
Bret Harte,37.6021,-121.0045,CA,5367,1840036997
Tara Hills,37.9939,-122.3188,CA,5160,1840028315
Broadmoor,37.6914,-122.4811,CA,5112,1840017623
Manteca,37.7934,-121.2266,CA,98736,1840020265
San Marcos,33.135,-117.1743,CA,96198,1840021991
Tracy,37.726,-121.444,CA,95982,1840021518
Hesperia,34.3975,-117.3147,CA,94859,1840020404
Carson,33.8374,-118.2559,CA,92735,1840019214
Hanford,36.3264,-119.6544,CA,92066,1840020382
Livermore,37.6861,-121.7608,CA,91030,1840020294
Menifee,33.6909,-117.1849,CA,90595,1840022903
Chino,33.9836,-117.6654,CA,89797,1840019114
Napa,38.2976,-122.3011,CA,87032,1840020241
Redwood City,37.5026,-122.2252,CA,86685,1840020304
Newport Beach,33.6151,-117.8669,CA,86160,1840020581
Lake Forest,33.6606,-117.6712,CA,84293,1840020591
Madera,36.964,-120.0803,CA,83636,1840020300
Pleasanton,37.6663,-121.8805,CA,83007,1840020298
Chino Hills,33.9507,-117.7253,CA,80374,1840019115
Folsom,38.6669,-121.1422,CA,78038,1840020246
Perris,33.7899,-117.2233,CA,77879,1840020557
Upland,34.1178,-117.6604,CA,76999,1840021730
Porterville,36.0644,-119.0338,CA,76729,1840020368
San Ramon,37.7625,-121.9365,CA,75931,1840021530
Union City,37.603,-122.0187,CA,75343,1840021539
Camarillo,34.223,-119.0322,CA,74682,1840019201
Rancho Cordova,38.574,-121.2523,CA,73563,1840020248
Apple Valley,34.5328,-117.2104,CA,73077,1840021733
Lodi,38.1218,-121.2933,CA,72890,1840020263
Pittsburg,38.0185,-121.897,CA,72141,1840020282
Redlands,34.0511,-117.1712,CA,71554,1840020412
Walnut Creek,37.9025,-122.0398,CA,69773,1840021531
El Paso de Robles,35.6394,-120.656,CA,69735,1840074847
Yorba Linda,33.889,-117.7713,CA,68229,1840021970
Petaluma,38.2423,-122.6267,CA,67316,1840020244
Palo Alto,37.3913,-122.1467,CA,67178,1840020333
Lake Elsinore,33.6846,-117.3344,CA,66411,1840020560
Laguna Niguel,33.5275,-117.705,CA,66334,1840020589
San Clemente,33.4498,-117.6103,CA,65267,1840021962
Carmichael,38.6337,-121.323,CA,65091,1840017579
Rocklin,38.8075,-121.2488,CA,64838,1840020232
Tulare,36.1996,-119.3401,CA,63855,1840021638
Castro Valley,37.7092,-122.0632,CA,63625,1840017620
Eastvale,33.9617,-117.5802,CA,63211,1840028421
Encinitas,33.049,-117.2613,CA,63184,1840020619
Brentwood,37.9356,-121.719,CA,62433,1840018904
San Luis Obispo,35.267,-120.6689,CA,62398,1840021734
Dublin,37.7161,-121.8964,CA,60939,1840018916
Woodland,38.6712,-121.75,CA,60062,1840021485
San Rafael,37.9904,-122.5222,CA,59070,1840021513
Santee,32.8554,-116.9851,CA,58113,1840021992
Diamond Bar,33.9991,-117.8161,CA,56665,1840019244
Novato,38.092,-122.5576,CA,55980,1840020260
Highland,34.1113,-117.1654,CA,55342,1840020405
Colton,34.0538,-117.3254,CA,54828,1840019120
Arroyo Grande,35.1242,-120.5845,CA,54620,1840019125
Cathedral City,33.8363,-116.4642,CA,54596,1840019293
Delano,35.767,-119.2637,CA,54471,1840019151
Hacienda Heights,33.997,-117.9728,CA,54155,1840017921
Yucaipa,34.0336,-117.043,CA,53683,1840021732
West Sacramento,38.5557,-121.5504,CA,53512,1840021483
Palm Desert,33.7378,-116.3695,CA,52932,1840020555
Lompoc,34.6618,-120.4714,CA,52856,1840020468
Glendora,34.1449,-117.8467,CA,52445,1840020484
Rowland Heights,33.9716,-117.8911,CA,50572,1840019211
Poway,32.9872,-117.0201,CA,50041,1840020624
Azusa,34.1386,-117.9124,CA,49864,1840019226
Reedley,36.5983,-119.4473,CA,48970,1840020320
Rancho Santa Margarita,33.6317,-117.5989,CA,48793,1840020584
San Jacinto,33.797,-116.9915,CA,48254,1840021936
Palm Springs,33.8017,-116.5382,CA,48142,1840020556
Lincoln,38.8759,-121.2916,CA,47674,1840020231
Newark,37.5204,-122.0312,CA,47531,1840020295
Beaumont,33.907,-116.9762,CA,46967,1840019298
Oroville,39.4999,-121.5634,CA,45655,1840020182
Coachella,33.6905,-116.143,CA,45443,1840019294
El Dorado Hills,38.675,-121.049,CA,45104,1840017565
Morgan Hill,37.1324,-121.641,CA,45037,1840020331
Eureka,40.7941,-124.1568,CA,45010,1840009558
Danville,37.8121,-121.9698,CA,44786,1840021532
Selma,36.5744,-119.6156,CA,44626,1840021567
Desert Hot Springs,33.9551,-116.543,CA,43730,1840019306
Brea,33.9254,-117.8654,CA,42777,1840019323
Rancho Palos Verdes,33.7554,-118.3637,CA,42364,1840020508
Oakley,37.9929,-121.6951,CA,41714,1840020279
La Quinta,33.6536,-116.2785,CA,41304,1840020559
Calexico,32.6849,-115.4944,CA,40351,1840019379
Los Banos,37.0631,-120.8405,CA,39122,1840020312
Pacifica,37.6112,-122.4781,CA,39087,1840020307
Martinez,37.9985,-122.116,CA,38373,1840020278
Monrovia,34.165,-117.9921,CA,37061,1840020498
Wildomar,33.6173,-117.2583,CA,36932,1840022902
Moorpark,34.2855,-118.877,CA,36802,1840020472
San Juan Capistrano,33.5009,-117.6544,CA,36064,1840021963
Claremont,34.1259,-117.7153,CA,36015,1840019216
Paradise,39.7558,-121.6063,CA,35337,1840022428
Pleasant Hill,37.954,-122.0759,CA,34987,1840020283
Auburn,38.895,-121.0777,CA,34818,1840010231
Grass Valley,39.2237,-121.0521,CA,34650,1840020225
Orangevale,38.688,-121.2208,CA,34467,1840018842
Menlo Park,37.4686,-122.1672,CA,34357,1840020305
San Dimas,34.1082,-117.809,CA,34326,1840021860
Sonoma,38.2902,-122.4598,CA,34089,1840021490
Adelanto,34.5815,-117.4397,CA,34066,1840019117
Arcata,40.8615,-124.0757,CA,33806,1840009422
Ridgecrest,35.6308,-117.6621,CA,32579,1840020417
La Verne,34.1208,-117.7702,CA,32461,1840020514
French Valley,33.5998,-117.1069,CA,31353,1840075867
Laguna Hills,33.592,-117.6992,CA,31318,1840020588
Placerville,38.7308,-120.7978,CA,31260,1840020238
Banning,33.9461,-116.8991,CA,31230,1840019297
Fallbrook,33.3693,-117.2258,CA,31121,1840018019
Goleta,34.436,-119.8595,CA,31116,1840001783
Saratoga,37.2684,-122.0263,CA,30905,1840021572
Los Altos,37.3685,-122.0966,CA,30743,1840020328
Los Gatos,37.2302,-121.956,CA,30724,1840021575
Fair Oaks,38.6504,-121.2497,CA,30704,1840017580
Barstow,34.8661,-117.0472,CA,30606,1840019118
Spring Valley,32.7317,-116.9766,CA,30439,1840019343
Atascadero,35.4827,-120.6858,CA,30418,1840019126
Walnut,34.0334,-117.8593,CA,30199,1840021875
Orcutt,34.8668,-120.4269,CA,30001,1840019183
South Lake Tahoe,38.9393,-119.9828,CA,29890,1840021471
Ukiah,39.1463,-123.2105,CA,29637,1840021420
Atwater,37.3543,-120.5981,CA,29397,1840018934
Monterey,36.5922,-121.8807,CA,28639,1840020358
Benicia,38.0704,-122.1541,CA,28343,1840018858
Sonora,37.9819,-120.3828,CA,27995,1840021511
Vineyard,38.4744,-121.319,CA,27585,1840018846
Sanger,36.6992,-119.5576,CA,27582,1840021566
Galt,38.2693,-121.3,CA,27571,1840020247
Windsor,38.5418,-122.8086,CA,27548,1840022484
Wasco,35.5938,-119.3671,CA,26935,1840021738
Norco,33.9253,-117.55,CA,26761,1840020554
Brawley,32.9783,-115.5288,CA,26472,1840019378
Lafayette,37.8919,-122.1189,CA,26440,1840020284
Lemoore,36.296,-119.7983,CA,26355,1840020383
Hercules,38.0064,-122.2564,CA,25545,1840020276
Temescal Valley,33.7581,-117.4677,CA,25411,1840043023
North Tustin,33.7644,-117.7945,CA,25364,1840019319
Yucca Valley,34.1234,-116.4216,CA,25009,1840022726
Coronado,32.664,-117.16,CA,24417,1840019354
Seal Beach,33.7542,-118.0714,CA,24326,1840021965
Calabasas,34.1375,-118.6689,CA,24202,1840019234
Loma Linda,34.0451,-117.2498,CA,24196,1840020406
Dinuba,36.5453,-119.3987,CA,24034,1840019044
Bay Point,38.0328,-121.9616,CA,23708,1840028316
Half Moon Bay,37.4688,-122.4383,CA,23540,1840020303
Oakdale,37.7616,-120.8471,CA,23150,1840020289
Laguna Beach,33.5449,-117.7613,CA,23147,1840020587
Lathrop,37.809,-121.313,CA,22781,1840020266
Patterson,37.4738,-121.1438,CA,22523,1840020290
Granite Bay,38.7601,-121.1714,CA,22479,1840017559
Corcoran,36.0847,-119.5612,CA,22453,1840019056
Bloomington,34.0601,-117.4013,CA,22377,1840017799
Port Hueneme,34.1617,-119.2036,CA,22327,1840020475
Winter Gardens,32.8376,-116.9268,CA,22237,1840019351
Marina,36.6812,-121.7894,CA,22145,1840020357
Ramona,33.0474,-116.8767,CA,21871,1840019346
Lakeside,32.856,-116.904,CA,21827,1840018025
Duarte,34.1609,-117.9504,CA,21757,1840019246
Rancho San Diego,32.7624,-116.9197,CA,21651,1840019347
Arvin,35.1944,-118.8306,CA,21566,1840019147
Prunedale,36.8064,-121.6555,CA,20928,1840019020
Shafter,35.4794,-119.2013,CA,20889,1840021735
Agoura Hills,34.151,-118.7608,CA,20692,1840019221
La Cañada Flintridge,34.2097,-118.2002,CA,20413,1840020510
Mead Valley,33.8333,-117.2852,CA,20402,1840028331
Dixon,38.4467,-121.825,CA,20304,1840018859
American Canyon,38.1796,-122.2583,CA,20247,1840018834
Casa de Oro-Mount Helix,32.764,-116.9687,CA,20196,1840073904
Rosamond,34.8658,-118.2154,CA,20024,1840019140
East Hemet,33.7301,-116.941,CA,19951,1840028370
Orinda,37.8808,-122.179,CA,19730,1840020280
Cameron Park,38.6737,-120.9872,CA,19706,1840028322
Stevenson Ranch,34.3894,-118.5885,CA,19666,1840076281
Pinole,37.9931,-122.2834,CA,19364,1840020281
Castaic,34.4818,-118.6317,CA,19299,1840022826
Linda,39.1242,-121.5421,CA,19072,1840018800
Red Bluff,40.1735,-122.2413,CA,18709,1840020176
Rancho Mirage,33.7634,-116.4271,CA,18306,1840020558
Santa Fe Springs,33.933,-118.0625,CA,17980,1840021865
Moraga,37.8438,-122.1225,CA,17630,1840022538
Rosedale,35.3887,-119.2058,CA,17603,1840019141
Imperial,32.8388,-115.5723,CA,17550,1840019381
McKinleyville,40.9489,-124.0857,CA,16963,1840017485
El Segundo,33.9169,-118.4021,CA,16853,1840020481
Solvang,34.5936,-120.1401,CA,16741,1840021831
Nipomo,35.0323,-120.499,CA,16706,1840019122
Valle Vista,33.7436,-116.8872,CA,16672,1840019292
Lakeport,39.0392,-122.9218,CA,16614,1840020220
Woodcrest,33.8789,-117.3686,CA,16527,1840019296
Lindsay,36.2082,-119.0897,CA,16515,1840020367
Laguna Woods,33.6099,-117.7299,CA,16200,1840020590
Coalinga,36.1432,-120.3266,CA,15915,1840018945
Fillmore,34.399,-118.9181,CA,15895,1840020471
Crescent City,41.7727,-124.1902,CA,15886,1840018707
King City,36.2166,-121.133,CA,15862,1840020360
Clearlake,38.959,-122.6331,CA,15751,1840028139
Los Osos,35.3068,-120.8249,CA,15714,1840017805
Ripon,37.7415,-121.1309,CA,15677,1840020264
Lamont,35.2651,-118.9159,CA,15597,1840017825
Discovery Bay,37.9071,-121.6076,CA,15525,1840018897
Alamo,37.8546,-122.0131,CA,15521,1840017609
Rio Linda,38.6876,-121.4418,CA,15228,1840018843
Taft,35.1267,-119.4243,CA,15143,1840021736
Phelan,34.4398,-117.5248,CA,15123,1840025798
Mountain House,37.774,-121.5452,CA,15010,1840026768
Kerman,36.7249,-120.0625,CA,14869,1840020324
Coto de Caza,33.5961,-117.5862,CA,14799,1840028363
Alpine,32.8439,-116.7585,CA,14795,1840018014
Tehachapi,35.127,-118.475,CA,14491,1840021737
El Sobrante,33.8724,-117.4624,CA,14451,1840075804
Oak Park,34.1849,-118.7669,CA,14440,1840019198
Salida,37.7145,-121.087,CA,14424,1840018908
Mill Valley,37.9085,-122.542,CA,14355,1840020259
Livingston,37.3875,-120.7248,CA,14140,1840020311
Twentynine Palms,34.1478,-116.0659,CA,13664,1840021729
Palos Verdes Estates,33.7871,-118.3976,CA,13544,1840020503
Olivehurst,39.0817,-121.5549,CA,13500,1840018801
Solana Beach,32.9942,-117.2575,CA,13444,1840021993
North Auburn,38.9306,-121.0821,CA,13395,1840028390
Fortuna,40.586,-124.1424,CA,13375,1840009553
Lakeland Village,33.648,-117.3706,CA,13343,1840017989
San Marino,34.1224,-118.1132,CA,13327,1840021863
Big Bear City,34.2536,-116.7903,CA,13186,1840017797
Bonita,32.6652,-117.0296,CA,13082,1840018015
Muscoy,34.1548,-117.3482,CA,12968,1840028097
Commerce,33.9963,-118.1519,CA,12947,1840019239
Malibu,34.0368,-118.7845,CA,12877,1840028310
Sun Village,34.5596,-117.9559,CA,12794,1840076298
Camp Pendleton South,33.2284,-117.3791,CA,12770,1840073902
Grand Terrace,34.0312,-117.3132,CA,12595,1840020403
San Anselmo,37.9821,-122.5699,CA,12580,1840022520
Avenal,36.0312,-120.116,CA,12425,1840019054
Truckee,39.3454,-120.1848,CA,12418,1840022462
Marysville,39.1518,-121.5836,CA,12413,1840020219
Larkspur,37.9394,-122.5313,CA,12396,1840020261
Magalia,39.8228,-121.6078,CA,12346,1840017530
Blythe,33.6219,-114.6195,CA,12228,1840019299
Clayton,37.9403,-121.9301,CA,12150,1840018901
Kingsburg,36.5242,-119.5608,CA,12002,1840020325
Scotts Valley,37.0555,-122.0118,CA,11945,1840021580
Healdsburg,38.6229,-122.8651,CA,11840,1840020242
Lake Los Angeles,34.6097,-117.8339,CA,11820,1840017922
Chowchilla,37.1095,-120.2349,CA,11740,1840018919
Diamond Springs,38.692,-120.8391,CA,11717,1840018829
Mendota,36.7555,-120.3777,CA,11642,1840020321
Delhi,37.4306,-120.7759,CA,11622,1840018930
Los Alamitos,33.7972,-118.0594,CA,11603,1840020579
Winton,37.3854,-120.6173,CA,11487,1840018933
Hillsborough,37.5573,-122.3587,CA,11486,1840021554
Soquel,36.9978,-121.9482,CA,11241,1840018957
Canyon Lake,33.6884,-117.2621,CA,11223,1840019301
Sierra Madre,34.1687,-118.0504,CA,11038,1840021867
Garden Acres,37.9637,-121.2296,CA,10931,1840028376
Tamalpais-Homestead Valley,37.8793,-122.5382,CA,10853,1840074828
California City,35.1578,-117.872,CA,10794,1840019149
Farmersville,36.3054,-119.2081,CA,10778,1840020366
Morro Bay,35.3681,-120.8482,CA,10635,1840020415
San Diego Country Estates,33.0093,-116.7874,CA,10633,1840028398
Lake Arrowhead,34.2531,-117.1945,CA,10612,1840017803
Exeter,36.294,-119.1459,CA,10553,1840020365
Oak Hills,34.3912,-117.4125,CA,10541,1840024934
Fort Bragg,39.44,-123.8013,CA,10403,1840020189
Anderson,40.451,-122.2962,CA,10370,1840018733
Fairview,37.6761,-122.0481,CA,10222,1840028375
Shasta Lake,40.679,-122.3775,CA,10190,1840021349
Rodeo,38.0368,-122.2526,CA,10174,1840018900
Mentone,34.0609,-117.1109,CA,10129,1840019109
Quartz Hill,34.6527,-118.2163,CA,10098,1840019210
Madera Acres,37.0123,-120.0799,CA,9947,1840028386
Country Club,37.9687,-121.3408,CA,9914,1840028364
Blackhawk,37.816,-121.9071,CA,9912,1840028358
Corte Madera,37.9238,-122.5129,CA,9864,1840022519
Orland,39.7461,-122.1855,CA,9747,1840020209
Waterford,37.6429,-120.7553,CA,9632,1840021534
Bishop,37.3665,-118.3958,CA,9630,1840018955
Rio del Mar,36.9608,-121.8808,CA,9621,1840028179
Crestline,34.2486,-117.289,CA,9581,1840017796
Good Hope,33.7706,-117.2772,CA,9369,1840028330
Cloverdale,38.7962,-123.0154,CA,9362,1840018838
Larkfield-Wikiup,38.513,-122.7536,CA,9184,1840074293
Tiburon,37.8854,-122.4637,CA,9165,1840022521
Fort Irwin,35.2476,-116.6834,CA,9053,1840025802
Montecito,34.4382,-119.6286,CA,8984,1840019182
Live Oak,39.2788,-121.6624,CA,8935,1840020234
Golden Hills,35.1512,-118.5024,CA,8889,1840017819
Earlimart,35.8824,-119.2715,CA,8824,1840019032
Calimesa,33.9874,-117.0542,CA,8817,1840019300
Susanville,40.4205,-120.6129,CA,8783,1840021348
Rio Vista,38.1761,-121.7034,CA,8686,1840020254
Bonadelle Ranchos-Madera Ranchos,36.9596,-119.8893,CA,8647,1840036903
Los Altos Hills,37.3672,-122.139,CA,8580,1840021574
Corning,39.9282,-122.182,CA,8473,1840018762
Gonzales,36.506,-121.443,CA,8466,1840020355
Westlake Village,34.1369,-118.8221,CA,8440,1840037458
Gridley,39.3622,-121.6971,CA,8424,1840020181
Pismo Beach,35.1492,-120.6506,CA,8237,1840020416
Rolling Hills Estates,33.7783,-118.3508,CA,8226,1840020494
Firebaugh,36.8534,-120.4537,CA,8031,1840020317
Willits,39.4047,-123.3494,CA,8031,1840021421
Templeton,35.556,-120.7182,CA,7989,1840019127
Cherry Valley,33.9797,-116.9694,CA,7924,1840017983
Mecca,33.5767,-116.0645,CA,7893,1840019285
Woodlake,36.4124,-119.0999,CA,7844,1840021640
Oceano,35.1019,-120.609,CA,7788,1840019123
Winters,38.532,-121.9781,CA,7775,1840021484
Orosi,36.5434,-119.2903,CA,7760,1840019035
Ione,38.3613,-120.9422,CA,7730,1840018851
Sebastopol,38.4,-122.8277,CA,7666,1840021489
Escalon,37.7912,-120.9981,CA,7615,1840020262
Fairfax,37.9884,-122.595,CA,7598,1840021516
Ojai,34.4487,-119.2469,CA,7582,1840020473
Calipatria,33.1493,-115.5056,CA,7558,1840019380
Vandenberg Village,34.7111,-120.4623,CA,7541,1840019185
Mount Shasta,41.3206,-122.315,CA,7536,1840020106
Hughson,37.602,-120.866,CA,7498,1840020285
Cotati,38.3279,-122.7092,CA,7479,1840018840
Franklin,37.3277,-120.5321,CA,7471,1840075835
Homeland,33.7459,-117.1132,CA,7471,1840017988
Gold River,38.6268,-121.2487,CA,7460,1840017583
Camp Pendleton North,33.3148,-117.3162,CA,7443,1840073901
Yreka,41.7292,-122.6311,CA,7437,1840021320
Jackson,38.3485,-120.7728,CA,7394,1840018852
Dos Palos,36.9854,-120.6337,CA,7383,1840018935
Spring Valley Lake,34.4988,-117.2684,CA,7356,1840024936
San Martin,37.0829,-121.5963,CA,7313,1840018948
Huron,36.204,-120.0961,CA,7311,1840018946
Pollock Pines,38.7564,-120.5904,CA,7269,1840018831
Bermuda Dunes,33.7435,-116.2874,CA,7243,1840017981
Atherton,37.4539,-122.2032,CA,7238,1840020308
El Rio,34.2453,-119.1568,CA,7229,1840017913
University of California-Davis,38.5374,-121.7576,CA,7221,1840042938
Willows,39.5149,-122.1995,CA,7197,1840021438
St. Helena,38.5063,-122.4682,CA,7168,1840021486
Sausalito,37.858,-122.4932,CA,7141,1840021514
Ladera Heights,33.9972,-118.374,CA,7081,1840028381
Lucas Valley-Marinwood,38.0405,-122.5765,CA,7054,1840073922
Nuevo,33.8011,-117.1415,CA,7017,1840019287
Plumas Lake,38.9924,-121.558,CA,6976,1840024456
Alta Sierra,39.1237,-121.0523,CA,6960,1840017553
Desert Palms,33.779,-116.293,CA,6949,1840043016
Kentfield,37.9481,-122.5498,CA,6927,1840017603
Ben Lomond,37.0782,-122.0882,CA,6923,1840017649
Mira Monte,34.4284,-119.2853,CA,6916,1840019197
Thermalito,39.4909,-121.615,CA,6905,1840018780
Loomis,38.8093,-121.1955,CA,6809,1840021462
Colusa,39.2049,-122.0096,CA,6781,1840018810
Interlaken,36.9505,-121.7363,CA,6725,1840017653
Lemoore Station,36.2633,-119.9049,CA,6601,1840074319
East Porterville,36.0573,-118.9713,CA,6519,1840017691
Fowler,36.6246,-119.6739,CA,6495,1840020318
Silver Lakes,34.7519,-117.3431,CA,6437,1840024935
Rancho Calaveras,38.1248,-120.857,CA,6437,1840018867
East Foothills,37.3827,-121.8138,CA,6405,1840028369
East Pasadena,34.1377,-118.0775,CA,6288,1840028234
El Granada,37.5134,-122.466,CA,6286,1840017624
Keyes,37.5618,-120.9088,CA,6237,1840017618
Cambria,35.5523,-121.0847,CA,5934,1840017806
Villa Park,33.818,-117.8103,CA,5895,1840021968
Gustine,37.2545,-120.9949,CA,5844,1840020310
Garnet,33.9179,-116.4796,CA,5831,1840026985
Eucalyptus Hills,32.885,-116.9453,CA,5798,1840026996
West Modesto,37.618,-121.0343,CA,5786,1840074716
Aptos,36.9912,-121.8934,CA,5775,1840017648
Hidden Valley Lake,38.8003,-122.5505,CA,5735,1840017549
Greenacres,35.3831,-119.1184,CA,5705,1840026940
Las Flores,33.5838,-117.6235,CA,5665,1840136071
Elverta,38.7185,-121.4455,CA,5606,1840024623
Strawberry,37.8925,-122.5078,CA,5558,1840136945
Old Fig Garden,36.7989,-119.8051,CA,5522,1840076004
Williams,39.1487,-122.1373,CA,5410,1840021460
Hilmar-Irwin,37.4045,-120.8504,CA,5407,1840074136
La Habra Heights,33.9603,-117.9509,CA,5403,1840020511
Lake Wildwood,39.235,-121.2003,CA,5315,1840028313
Calistoga,38.5818,-122.5824,CA,5273,1840018835
Big Bear Lake,34.2429,-116.895,CA,5262,1840019119
Myrtletown,40.7888,-124.1286,CA,5145,1840018716
Buellton,34.6152,-120.1943,CA,5135,1840019186
Valley Center,33.2331,-117.0158,CA,9842,1840019349
Needles,34.8164,-114.6189,CA,8807,1840020409
Topanga,34.0964,-118.6053,CA,7705,1840025006
Mammoth Lakes,37.6273,-118.99,CA,7598,1840022493
Piñon Hills,34.4438,-117.6214,CA,7583,1840025799
Thousand Palms,33.815,-116.3545,CA,7356,1840019291
